"","author","datetimestamp","description","heading","id","language","origin"
"4918","By Christopher Whittall  and Riva Gold",2016-09-09,NA,"German 10-Year Government Bond Yield Rises into Positive Territory; Move comes after ECB and other central banks signal less accommodative policy stance","WSJO-160909-e","en","The Wall Street Journal"
"4919","By Tom Fairless",2016-09-09,NA,"ECB Stands Pat on Stimulus as Draghi Defends Policy; European Central Bank president urges governments, especially Germany, to boost growth through spending","WSJO-160908-e","en","The Wall Street Journal"
"4920","By Heather Gillers",2016-09-08,NA,"U.S. Government Bonds Weaken as ECB Stays the Course; Drawdown in oil inventories helps push 10-year bond yields higher","WSJO-160908-e","en","The Wall Street Journal"
"4921","By Christopher Whittall and Daniel Huang",2016-09-09,NA,"U.S. Stocks Weighed Down by Tech Shares; European shares down after ECB declines to further ease monetary policy","WSJO-160909-e","en","The Wall Street Journal"
"4922","Claire Jones in Frankfurt",2016-09-08,NA,"Four things to watch for at the ECB meeting","FTCOM-160908-e","en","Financial Times"
"4923","By Paul Hannon",2016-09-08,NA,"Draghi on Hold: Five Takeaways from the ECB's Policy Decision; No new stimulus measures announced or signaled, but Germany encouraged to spend more","WSJO-160908-e","en","The Wall Street Journal"
"4924","By Christopher Whittall",2016-09-08,NA,"European Markets Quiet as ECB Stands Pat; Stocks, bonds down slightly as European Central Bank doesn't commit to further QE","WSJO-160908-e","en","The Wall Street Journal"
"4925","Katie Allen",2016-09-08,NA,"ECB keeps interest rates at 0%","GRDN-160908-e","en","The Guardian"
"4926","Graeme Wearden",2016-09-08,NA,"ECB considers new stimulus to fight Brexit slowdown – business live","GRDN-160908-e","en","The Guardian"
"4927","By Tom Fairless",2016-09-08,NA,"What to Watch at the ECB's Meeting; Analysts divided over what to expect from Thursday's policy statement","WSJO-160908-e","en","The Wall Street Journal"
"4928","By Richard Barley",2016-09-07,NA,"Europe's Bond Market: Even Further Through the Looking Glass; Companies are borrowing for free thanks to the ECB. But where is investment?","WSJO-160907-e","en","The Wall Street Journal"
"4929","Elaine Moore",2016-09-07,NA,"The ECB, bond buying and the capital key: a Q&A","FTCOM-160907-e","en","Financial Times"
"4930","Claire Jones in Frankfurt",2016-09-07,NA,"Quantitative easing extension risks reopening ECB rifts","FTCOM-160907-e","en","Financial Times"
"4931","By James Mackintosh",2016-09-07,NA,"Negative Rates Are Working (a Bit); Complaints about the European Central Bank are growing, but its policy is quietly helping the economy","WSJO-160907-e","en","The Wall Street Journal"
"4932","By Christopher Whittall and Emese Bartha",2016-09-07,NA,"Italy Begins Pitching 50-Year Bond Amid Global Search for Yield; ECB meeting on Thursday could provide a fillip for the deal","WSJO-160907-e","en","The Wall Street Journal"
"4933","By Elaine Moore in London and Claire Jones in Frankfurt",2016-09-06,NA,"Scarcity fears intensify as ECB passes €1tn in government bond purchases","FTFT-160906-e","en","Financial Times"
"4934","By Gemma Tetlow, Economics Correspondent",2016-09-06,NA,"One size does not fit all with negative rates; ECB: Monetary policy","FTFT-160906-e","en","Financial Times"
"4935","By Todd Buell",2016-09-06,NA,"Eurozone Banks Need New Game Plan, Says ECB Supervisory Chief; Rock-bottom interest rates, more competition, and digitalization all threaten to squeeze earnings","WSJO-160906-e","en","The Wall Street Journal"
"4936","Claire Jones and Henry Foy",2016-09-04,NA,"Week Ahead Economics Diary: ECB meets for stimulus decision","FTCOM-160904-e","en","Financial Times"
"4937","Andrew Whiffin",2016-09-04,NA,"Week Ahead Economic Outlook: ECB decision on rates due","FTCOM-160904-e","en","Financial Times"
"4938","By WSJ Staff",2016-09-04,NA,"Global Economy Week Ahead: Central Bankers' Outlooks, ECB Bond Buys, China Inflation; Also, U.K. Treasury chief Philip Hammond set for a grilling on economy","WSJO-160904-e","en","The Wall Street Journal"
"4939","By Tom Fairless",2016-09-03,NA,"ECB Chief to Address German Lawmakers Amid Mounting Criticism; Mario Draghi's visit later this month comes as Bundestag members oppose European Central Bank's easy-money policies","WSJO-160903-e","en","The Wall Street Journal"
"4940","By Mehreen Khan",2016-09-02,NA,"ECB set to run out of bonds to buy under programme","FTFT-160902-e","en","Financial Times"
"4941","Mehreen Khan",2016-08-31,NA,"No timeline for Greek inclusion in ECB QE – Draghi","FTCOM-160831-e","en","Financial Times"
"4942","By Tom Fairless",2016-08-31,NA,"ECB Weighs Options as Criticism Grows; Some economists expect the ECB to keep its powder dry, pointing to an imminent jump in inflation and mounting criticism of easy-money policies","WSJO-160831-e","en","The Wall Street Journal"
"4943","Angela Monaghan (until 2.55) and Nick Fletcher",2016-08-31,NA,"Weak eurozone inflation raises prospect of ECB action - as it happened","GRDN-160831-e","en","The Guardian"
"4944","Larry Elliott Economics editor",2016-08-31,NA,"Eurozone core inflation fall raises prospect of ECB stimulus measures","GRDN-160831-e","en","The Guardian"
"4945","By Paul Hannon",2016-08-31,NA,"Eurozone Inflation Flat in August as ECB Meeting Looms; Central bank no nearer to meeting its inflation target than when it launched the first of a series of stimulus measures more than two years ago","WSJO-160831-e","en","The Wall Street Journal"
"4946","By Jon Sindreu",2016-08-31,NA,"ECB Bond-Buying Rules Expected to Shift","WSJO-160831-e","en","The Wall Street Journal"
"4947","By Harriet Torry",2016-08-26,NA,"ECB 's Benoît Coeuré Cautious About Pushing European Rates Too Deeply Negative; Frenchman says eurozone's experience with negative rates has been positive so far","WSJO-160826-e","en","The Wall Street Journal"
"4948","By Todd Buell",2016-08-26,NA,"ECB Data Show Spurt in Eurozone Lending Despite Brexit; Data might diminish need for further monetary stimulus in currency area","WSJO-160826-e","en","The Wall Street Journal"
"4949","By Todd Buell",2016-08-24,NA,"Buell's Take: Strong Survey Data May Delay Additional ECB Stimulus; Surveys of purchasing managers suggest the eurozone economy is withstanding the effects of the U.K.'s Brexit vote, offering some reassurance to ECB policy makers as they prepare for their September meeting.","WSJO-160824-e","en","The Wall Street Journal"
"4950","Joel Lewin",2016-08-23,NA,"JPMorgan scraps ECB rate cut call after decent PMIs","FTCOM-160823-e","en","Financial Times"
"4951","By Brian Blackstone",2016-08-23,NA,"ECB's Coeuré Says Economic Reform Is Key to Long-Term Growth; Central bank board member sees structural reforms as key for re-creating trust","WSJO-160823-e","en","The Wall Street Journal"
"4952","By Roger Blitz, Currencies Correspondent",2016-08-22,NA,"Expected rise in euro spells grief for ECB and exporters","FTFT-160822-e","en","Financial Times"
"4953","By WSJ Staff",2016-08-22,NA,"Quick Hits: ECB Keeps Buying; Hungary Central Bank Likely on Hold; In Brazil, economists reduce their outlook for inflation in 2017","WSJO-160822-e","en","The Wall Street Journal"
"4954","By Christopher Whittall",2016-08-21,NA,"Seller's Paradise: Companies Build Bonds for European Central Bank to Buy; Two European firms have sold debt directly to the ECB through private placements, a startling example of how the market is adapting to extremes of monetary policy","WSJO-160821-e","en","The Wall Street Journal"
"4955","By Claire Jones in Frankfurt",2016-08-19,NA,"ECB minutes hint at further action; Monetary policy","FTFT-160819-e","en","Financial Times"
"4956","By Tom Fairless",2016-08-19,NA,"World News: ECB Warned of Brexit Shock for Eurozone","WSJE-160819-e","en","The Wall Street Journal"
"4957","Mehreen Khan",2016-08-17,NA,"Bank of Cyprus aims to repay ECB emergency funds by 2017","FTCOM-160817-e","en","Financial Times"
"4958","Paul Weaver",2016-08-18,NA,"Northamptonshire urge ECB to give them fairer TV deal in 2017","GRDN-160817-e","en","The Guardian"
"4959","By Tom Fairless",2016-08-15,NA,"ECB's Outlook on Eurozone Economy ‘Still Intact' After Brexit Vote; Bundesbank says the German economy should continue to grow over the summer","WSJO-160815-e","en","The Wall Street Journal"
"4960","By WSJ Staff",2016-08-14,NA,"Global Economy Week Ahead: Fed and ECB Minutes, Japan GDP, China Housing; Core inflation and industrial production data from the U.S. are also on tap","WSJO-160814-e","en","The Wall Street Journal"
"4961","By Simon Nixon",2016-08-07,NA,"U.K., Europe Discover New Divide Over Negative Interest Rates; The BOE has ruled out pushing rates below zero, a decision that puts it at odds with the ECB , Simon Nixon writes","WSJO-160807-e","en","The Wall Street Journal"
"4962","Mehreen Khan",2016-08-04,NA,"‘Skyrocketing’ interest rates would imperil banks – ECB’s Weidmann","FTCOM-160804-e","en","Financial Times"
"4963","By Giada Zampano",2016-08-04,NA,"ECB's Weidmann Cautions on Expanding Bond-Purchase Program for High-Debt Countries; Bundesbank chief says effectiveness of ultra-expansionary monetary policy will decrease over time","WSJO-160804-e","en","The Wall Street Journal"
"4964","By Todd Buell",2016-08-03,NA,"ECB Corporate-Bond Buying Cuts Borrowing Costs for Firms; Analysis shows debt purchases should facilitate investment and growth in eurozone","WSJO-160803-e","en","The Wall Street Journal"
"4965","By Paul Hannon",2016-08-02,NA,"Global Markets Not Out of The Post-Brexit Woods, Says Irish Central Banker; ECB governing council member Philip Lane says global markets remain at risk of losses and Ireland ‘especially vulnerable'","WSJO-160802-e","en","The Wall Street Journal"
"4966","By Deborah Ball",2016-07-28,NA,"Monte dei Paschi Discloses Proposals From Corrado Passera, UBS; Troubled lender seeking approval from European Central Bank for a plan to relaunch","WSJO-160728-e","en","The Wall Street Journal"
"4967","By Deborah Ball",2016-07-27,NA,"Banca Monte dei Paschi Presents ECB With Plan to Unload Bad Loans, Raise Capital; Troubled lender wants to shed about $11 billion in NPLs and raise up to $5.5 billion","WSJO-160727-e","en","The Wall Street Journal"
"4968","By WSJ Staff",2016-07-26,NA,"Quick Hits: Fed and BOJ Expectations, ECB Covered Bond Buys; Options traders brace for big moves from the Bank of Japan","WSJO-160726-e","en","The Wall Street Journal"
"4969","Mehreen Khan",2016-07-22,NA,"ECB growth expectations take hit after Brexit – forecasters","FTCOM-160722-e","en","Financial Times"
"4970","By FT reporters",2016-07-22,NA,"Equities remain on a high as ECB leaves monetary policy unchanged; Global overview","FTFT-160722-e","en","Financial Times"
"4971","By Todd Buell",2016-07-22,NA,"Brexit Weighs on Eurozone Growth Forecasts in ECB Survey; Eurozone growth now seen lower at 1.4% in 2017 and 1.6% in 2018","WSJO-160722-e","en","The Wall Street Journal"
"4972","By Tom Fairless",2016-07-22,NA,"World News: ECB Says It's Too Soon to Act on Brexit","J-160722-e","en","The Wall Street Journal"
"4973","Nicholas Megaw",2016-07-21,NA,"ECB holds, Draghi speaks out on bank rescues: analysts react","FTCOM-160721-e","en","Financial Times"
"4974","Mehreen Khan",2016-07-21,NA,"ECB keeps rate on hold in July","FTCOM-160721-e","en","Financial Times"
"4975","Claire Jones, Frankfurt",2016-07-21,NA,"What to watch for at the ECB meeting","FTCOM-160721-e","en","Financial Times"
"4976","Jennifer Thompson",2016-07-21,NA,"Fast Europe Open: ECB day after Brexit hits pause","FTCOM-160721-e","en","Financial Times"
"4977","By Claire Jones in Frankfurt and Elaine Moore in London",2016-07-21,NA,"Brexit flight to safety stokes ECB dilemma; Policy rethink: Bond markets","FTFT-160721-e","en","Financial Times"
"4978","By Tom Fairless",2016-07-21,NA,"Draghi Stops Short of Pledging Fresh Stimulus; President says ECB will reassess in September, when it will have fresh economic forecasts that factor in the impact of Brexit","WSJO-160721-e","en","The Wall Street Journal"
"4979","By Richard Barley",2016-07-21,NA,"ECB: Waiting and Watching; Central bank meeting lived up to low expectations","WSJO-160721-e","en","The Wall Street Journal"
"4980","Graeme Wearden",2016-07-21,NA,"Mario Draghi's ECB press conference after leaving rates on hold - as it happened","GRDN-160721-e","en","The Guardian"
"4981","By Paul Hannon",2016-07-21,NA,"Draghi's Low-Key Performance: Five Takeaways from the ECB's Policy Decision; The European Central Bank president made it clear the bank wasn't panicked by the U.K's Brexit decision","WSJO-160721-e","en","The Wall Street Journal"
"4982","By Mike Bird",2016-07-21,NA,"Euro Rises, Eurozone Stocks Slightly Lower After ECB Rate Decision; Bank keeps benchmark rate unchanged in its first policy meeting since the U.K. voted to leave the EU","WSJO-160721-e","en","The Wall Street Journal"
"4983","By WSJ Staff",2016-07-21,NA,"Draghi Says ECB Will Use All Available Instruments if Warranted; Central banker says inflation should pick up in 2017 and 2018","WSJO-160721-e","en","The Wall Street Journal"
"4984","By Tom Fairless",2016-07-21,NA,"What to Look For in Thursday's ECB Meeting; Investors will listen closely for signs the bank will try to boost growth","WSJO-160721-e","en","The Wall Street Journal"
"4985","By Gavin Jackson",2016-07-20,NA,"ECB releases details of corporate bond purchases","FTFT-160720-e","en","Financial Times"
"4986","By Tom Fairless",2016-07-20,NA,"World News: As Outlook Turns, ECB Is Expected to Hold","J-160720-e","en","The Wall Street Journal"
"4987","By Tom Fairless and Todd Buell",2016-07-19,NA,"U.K. Vote to Leave EU Hasn't Hit Eurozone Bank Lending, Says ECB; Central bank said that ‘no clear picture' had yet emerged on how banks assessed the impact of the British referendum on lending conditions","WSJO-160719-e","en","The Wall Street Journal"
"4988","By Tom Fairless",2016-07-18,NA,"Fairless's Take: As BOE Hits Pause, ECB Seen Less Likely to Act; The Bank of England's decision to hold interest rates steady in the wake of the Brexit vote will likely encourage the European Central Bank to press pause this week, economists said.","WSJO-160718-e","en","The Wall Street Journal"
